"Index","open","high","low","close","volume","adjusted"
2015-09-30,50.639999,50.66,50.639999,50.644001,700,50.394938
2015-10-01,50.73,50.73,50.73,50.73,100,50.480513
2015-10-02,50.73,50.73,50.73,50.73,0,50.480513
2015-10-05,52.310001,52.450001,52.310001,52.450001,600,52.192056
2015-10-06,52.470001,52.470001,52.150002,52.209999,3900,51.953235
2015-10-07,52.578999,52.619999,52.490002,52.619999,2000,52.361218
2015-10-08,52.610001,52.830002,52.610001,52.799999,700,52.540333
2015-10-09,53.279999,53.279999,53.169998,53.169998,1300,52.908512
2015-10-12,53.310001,53.310001,53.310001,53.310001,8700,53.047827
2015-10-13,53.244999,53.400002,53.244999,53.32,1800,53.057776
2015-10-14,53.279999,53.279999,52.639999,52.639999,400,52.38112
2015-10-15,52.639999,52.639999,52.639999,52.639999,0,52.38112
2015-10-16,53.52,53.52,53.52,53.52,186600,53.256793
2015-10-19,53.830002,53.830002,53.450001,53.560001,700,53.296598
2015-10-20,53.560001,53.560001,53.560001,53.560001,0,53.296598
2015-10-21,54.080002,54.080002,53.470001,53.470001,700,53.20704
2015-10-22,53.619999,54.290001,53.599998,53.939999,1100,53.674726
2015-10-23,54.051998,54.580002,54.051998,54.060001,500,53.794139
2015-10-26,53.919998,53.919998,53.919998,53.919998,300,53.654824
2015-10-27,53.919998,53.919998,53.919998,53.919998,0,53.654824
2015-10-28,53.945999,54.099998,53.764999,53.764999,1600,53.500587
2015-10-29,54.099998,54.099998,54.099998,54.099998,200,53.833939
2015-10-30,54.630001,54.630001,54.630001,54.630001,300,54.361335
2015-11-02,54.77,54.77,54.34,54.34,500,54.07276
2015-11-03,54.630001,54.630001,54.59,54.599998,800,54.33148
2015-11-04,54.599998,54.599998,54.599998,54.599998,0,54.33148
2015-11-05,55.029999,55.029999,54.349998,54.5,1000,54.231973
2015-11-06,54.5,54.5,54.5,54.5,0,54.231973
2015-11-09,53.84,53.849998,53.84,53.849998,278300,53.585169
2015-11-10,53.787998,54.349998,53.787998,53.810001,600,53.545368
2015-11-11,53.810001,53.810001,53.810001,53.810001,0,53.545368
2015-11-12,53.810001,53.810001,53.810001,53.810001,0,53.545368
2015-11-13,53.810001,53.810001,53.810001,53.810001,0,53.545368
2015-11-16,53.810001,53.810001,53.810001,53.810001,0,53.545368
2015-11-17,53.810001,53.810001,53.810001,53.810001,0,53.545368
2015-11-18,53.75,53.75,53.75,53.75,100,53.485662
2015-11-19,53.990002,54.009998,53.950001,54.009998,400,53.744381
2015-11-20,54.009998,54.009998,54.009998,54.009998,0,53.744381
2015-11-23,54.240002,54.240002,54.240002,54.240002,100,53.973254
2015-11-24,54.240002,54.240002,54.240002,54.240002,0,53.973254
2015-11-25,54.240002,54.240002,54.240002,54.240002,0,53.973254
2015-11-27,54.330002,54.330002,54.330002,54.330002,0,54.062811
2015-11-30,54.330002,54.330002,54.330002,54.330002,0,54.062811
2015-12-01,54.330002,54.330002,54.330002,54.330002,0,54.062811
2015-12-02,54.330002,54.330002,54.330002,54.330002,0,54.062811
2015-12-03,54.330002,54.330002,54.330002,54.330002,0,54.062811
2015-12-04,54.330002,54.330002,54.330002,54.330002,0,54.062811
2015-12-07,54.330002,54.330002,54.330002,54.330002,0,54.062811
2015-12-08,54.330002,54.330002,54.330002,54.330002,0,54.062811
2015-12-09,53.970001,53.970001,53.970001,53.970001,100,53.704581
2015-12-10,53.970001,53.970001,53.970001,53.970001,0,53.704581
2015-12-11,52.514999,52.514999,52.445,52.445,500,52.187079
2015-12-14,52.290001,52.43,52.290001,52.43,300,52.172154
2015-12-15,52.43,52.43,52.43,52.43,0,52.172154
2015-12-16,52.43,52.43,52.43,52.43,0,52.172154
2015-12-17,52.43,52.43,52.43,52.43,0,52.172154
2015-12-18,52.43,52.43,52.43,52.43,0,52.172154
2015-12-21,52.43,52.43,52.43,52.43,0,52.172154
2015-12-22,52.869999,52.869999,52.868,52.868,500,52.607999
2015-12-23,52.868,52.868,52.868,52.868,0,52.607999
2015-12-24,52.868,52.868,52.868,52.868,0,52.868
2015-12-28,53.206001,53.206001,53.206001,53.206001,100,53.206001
2015-12-29,53.206001,53.206001,53.206001,53.206001,0,53.206001
2015-12-30,53.950001,53.950001,53.700001,53.700001,700,53.700001
2015-12-31,53.700001,53.700001,53.700001,53.700001,0,53.700001
2016-01-04,52.099998,52.099998,52.099998,52.099998,100,52.099998
2016-01-05,52.599998,52.599998,52.57,52.57,1200,52.57
2016-01-06,52.110001,52.110001,52.110001,52.110001,100,52.110001
2016-01-07,51.450001,51.450001,51.009998,51.009998,700,51.009998
2016-01-08,51.580002,51.580002,51.580002,51.580002,200,51.580002
2016-01-11,50.290001,50.290001,50.290001,50.290001,300,50.290001
2016-01-12,50.492001,50.740002,50.492001,50.740002,300,50.740002
2016-01-13,50.98,50.98,49.810001,49.810001,400,49.810001
2016-01-14,50,50,50,50,200,50
2016-01-15,49.439999,49.439999,49.439999,49.439999,100,49.439999
2016-01-19,49.439999,49.439999,49.439999,49.439999,0,49.439999
2016-01-20,47.98,47.98,47.98,47.98,200,47.98
2016-01-21,49.169998,49.369999,49.169998,49.369999,300,49.369999
2016-01-22,50.080002,50.080002,50.080002,50.080002,100,50.080002
2016-01-25,49.972,49.972,49.856998,49.856998,1300,49.856998
2016-01-26,50.245998,50.248001,50.231998,50.231998,600,50.231998
2016-01-27,50.23,50.458,50.23,50.299999,1100,50.299999
2016-01-28,50.299999,50.299999,50.299999,50.299999,0,50.299999
2016-01-29,50.299999,50.299999,50.299999,50.299999,0,50.299999
2016-02-01,50.299999,50.299999,50.299999,50.299999,0,50.299999
2016-02-02,50.939999,50.939999,50.66,50.689999,1000,50.689999
2016-02-03,50.91,50.91,50.27,50.419998,300,50.419998
2016-02-04,50.950001,50.950001,50.950001,50.950001,100,50.950001
2016-02-05,50.419998,50.419998,50.419998,50.419998,100,50.419998
2016-02-08,49.139999,49.139999,49.139999,49.139999,200,49.139999
2016-02-09,49.139999,49.139999,49.139999,49.139999,0,49.139999
2016-02-10,49.139999,49.139999,49.139999,49.139999,0,49.139999
2016-02-11,50.009998,50.009998,50.009998,50.009998,200,50.009998
2016-02-12,49.209,49.209,49.209,49.209,200,49.209
2016-02-16,49.209,49.209,49.209,49.209,100,49.209
2016-02-17,50.952999,51.169998,50.952999,51.169998,300,51.169998
2016-02-18,51.169998,51.169998,51.169998,51.169998,0,51.169998
2016-02-19,51.169998,51.169998,51.169998,51.169998,0,51.169998
2016-02-22,51.169998,51.169998,51.169998,51.169998,0,51.169998
2016-02-23,51.169998,51.169998,51.169998,51.169998,0,51.169998
2016-02-24,51.169998,51.169998,51.169998,51.169998,0,51.169998
2016-02-25,51.889999,51.889999,51.889999,51.889999,200,51.889999
2016-02-26,51.889999,51.889999,51.889999,51.889999,0,51.889999
2016-02-29,51.889999,51.889999,51.889999,51.889999,0,51.889999
2016-03-01,51.889999,51.889999,51.889999,51.889999,0,51.889999
2016-03-02,51.889999,51.889999,51.889999,51.889999,0,51.889999
2016-03-03,52.970001,53.056,52.970001,53.056,300,53.056
2016-03-04,53.056,53.056,53.056,53.056,0,53.056
2016-03-07,53.566002,53.669998,53.566002,53.630001,2000,53.630001
2016-03-08,53.630001,53.630001,53.630001,53.630001,0,53.630001
2016-03-09,53.630001,53.630001,53.630001,53.630001,0,53.630001
2016-03-10,53.669998,53.669998,53.669998,53.669998,100,53.669998
